SummaryLevel,US,CensusRegion,CensusDivision,GEOID,AreaName,B02001_001,B02001_002,B02001_003,B02001_004,B02001_005,B02001_006,B02001_007,B02001_008,B02001_009,B02001_010,B02008_001,B02009_001,B02010_001,B02011_001,B02012_001,B02013_001,B02014_001,B02014_002,B02014_003,B02014_004,B02014_005,B02014_006,B02014_007,B02014_008,B02014_009,B02014_010,B02014_011,B02014_012,B02014_013,B02014_014,B02014_015,B02014_016,B02014_017,B02014_018,B02014_019,B02014_020,B02014_021,B02014_022,B02014_023,B02014_024,B02014_025,B02014_026,B02014_027,B02014_028,B02014_029,B02014_030,B02014_031,B02014_032,B02014_033,B02014_034,B02014_035,B02014_036,B02014_037,B02014_038,B02014_039,B02014_040,B02014_041,B02014_042,B02014_043,B02014_044,B02014_045,B02014_046,B02014_047,B02014_048,B02014_049,B02014_050,B02014_051,B02014_052,B02014_053,B02014_054,B02014_055,B02015_001,B02015_002,B02015_003,B02015_004,B02015_005,B02015_006,B02015_007,B02015_008,B02015_009,B02015_010,B02015_011,B02015_012,B02015_013,B02015_014,B02015_015,B02015_016,B02015_017,B02015_018,B02015_019,B02015_020,B02015_021,B02015_022,B02015_023,B02015_024,B02015_025,B02016_001,B02016_002,B02016_003,B02016_004,B02016_005,B02016_006,B02016_007,B02016_008,B02016_009,B02016_010,B02016_011,B02016_012,B02017_001,B02017_002,B02017_003,B02017_004,B02017_005,B02017_006,B02017_007,B02017_008,B02017_009,B02017_010,B02017_011,B02017_012,B02017_013,B02017_014,B02017_015,B02017_016,B02017_017,B02017_018,B02017_019,B02017_020,B02017_021,B02017_022,B02017_023,B02017_024,B02017_025,B02017_026,B02017_027,B02017_028,B02017_029,B02017_030,B02017_031,B02017_032,B02017_033,B02017_034,B02017_035,B02017_036,B02017_037,B02017_038,B02017_039,B02017_040,B02017_041,B02017_042,B02017_043,B02017_044,B02017_045,B02017_046,B02017_047,B02017_048,B02017_049,B02017_050,B02017_051,B02017_052,B02017_053,B02017_054,B02018_001,B02018_002,B02018_003,B02018_004,B02018_005,B02018_006,B02018_007,B02018_008,B02018_009,B02018_010,B02018_011,B02018_012,B02018_013,B02018_014,B02018_015,B02018_016,B02018_017,B02018_018,B02018_019,B02018_020,B02018_021,B02018_022,B02018_023,B02018_024,B02019_001,B02019_002,B02019_003,B02019_004,B02019_005,B02019_006,B02019_007,B02019_008,B02019_009,B02019_010,B02019_011,C02003_001,C02003_002,C02003_003,C02003_004,C02003_005,C02003_006,C02003_007,C02003_008,C02003_009,C02003_010,C02003_011,C02003_012,C02003_013,C02003_014,C02003_015,C02003_016,C02003_017,C02003_018,C02003_019
30,US,,7,030C2US7,West South Central Division -- In metropolitan statistical area -- not in principal city,16358883,12502130,1965686,169978,595701,11662,646762,466964,73334,393630,12914797,2117399,375052,693796,28241,726167,169978,136249,3063,186,479,118,282,49499,860,5739,463,19621,141,3326,26,11971,96,947,157,5743,1092,1249,203,12,6618,1542,3488,264,2,106,2879,800,83,1384,133,1880,565,355,44,47,29,168,110,10479,3201,590,75,77,174,184,21,59,162,24924,4852,595701,154158,3408,497,3260,9279,76941,71048,2968,2298,9124,34719,10028,789,4,3932,12,34041,1798,4501,7819,150431,208,5137,9301,11662,2809,1790,1466,252,2588,762,1124,70,0,486,315,392164,317455,7810,293,5154,678,919,134413,1286,12837,1868,47191,198,7873,228,23277,226,1779,269,8346,2524,2265,285,45,10212,2962,6588,457,19,138,4877,1392,103,3443,525,3950,1282,606,79,109,82,599,138,20130,8915,1052,121,137,364,213,21,196,246,64496,707792,164078,3792,595,3629,11295,93225,98899,3066,3451,23249,45887,11531,1140,53,4462,122,36630,1968,5121,12048,163459,322,19770,29214,7829,3176,1804,317,4857,834,1477,134,0,8786,16358883,15891919,12502130,1965686,169978,595701,11662,646762,466964,73334,393630,440340,100289,166880,64670,16041,92460,24072,2552
30,US,,8,030C2US8,Mountain Division -- In metropolitan statistical area -- not in principal city,10005798,8306999,307209,227044,333832,34539,479577,316598,57918,258680,8585725,391426,321017,440876,67766,543054,227044,200700,4046,383,999,206,316,4939,478,503,1392,1626,252,526,55,591,888,208,3284,9,770,140,101,91,3166,87065,240,43,2722,17548,559,19652,239,200,1392,3859,605,539,14311,1084,209,9118,3342,13004,3546,935,181,210,300,183,8,53,153,16783,4927,333832,43300,902,644,1202,5583,58726,91625,3393,1374,20621,30966,7561,315,450,3217,125,3375,690,2218,8121,37335,53,2617,9419,34539,8309,8911,8889,605,4041,519,566,470,16,875,1338,330899,285942,9100,528,4019,551,445,25416,1190,1596,3215,5014,426,1714,358,1712,1162,662,4707,28,2250,471,343,124,6267,98400,622,264,3810,20364,1209,22245,353,742,2338,8677,1529,672,15807,2232,258,11271,4026,19825,6974,2130,443,307,833,406,34,107,260,35593,457826,48772,977,757,1316,7074,79848,132437,3767,2220,44669,44272,9269,546,542,3736,289,4073,856,3124,12842,43785,76,12579,70848,21307,14264,13136,1823,6927,571,1141,944,24,10711,10005798,9689200,8306999,307209,227044,333832,34539,479577,316598,57918,258680,291462,57290,68107,72399,5388,88278,23030,2106
30,US,,9,030C2US9,Pacific Division -- In metropolitan statistical area -- not in principal city,26511606,17903923,1192192,217953,2889879,180743,2772038,1354878,247403,1107475,19030964,1490347,551556,3517201,416970,3048610,217953,148426,6423,447,2339,918,746,15973,485,1133,3337,5237,1225,467,383,1118,435,371,1050,36,1011,137,304,116,18813,5988,805,201,889,850,888,1190,8610,437,464,5234,814,1258,677,260,6659,2647,1924,46127,7969,9973,2421,1672,1654,2163,327,1736,1676,41105,8804,2889879,305877,4057,748,11248,44913,678554,744709,33756,16333,227432,248002,33498,1653,1765,6224,1525,24964,5269,35557,28024,321540,729,13223,100279,180743,66151,37756,16030,1966,20676,3441,10051,13113,72,5246,6241,577420,408581,20361,1041,19931,2371,2332,98636,1678,4531,8952,22278,2174,2001,1613,4511,975,1302,2345,138,4761,602,955,433,36987,12727,2246,545,1962,1886,2601,3739,12571,2245,2039,14913,2705,2268,1282,1586,7924,7525,2542,84367,19583,22319,4733,4783,3923,4827,855,3198,3873,123064,3722529,337207,4546,808,13603,55288,891712,1028357,35961,26368,411900,308930,40799,2956,2361,6719,5251,28492,6019,39271,41640,364006,1053,69282,435773,230216,65377,21163,5983,38125,4118,12982,16421,113,41275,26511606,25156728,17903923,1192192,217953,2889879,180743,2772038,1354878,247403,1107475,1183568,161070,225260,358532,24175,414531,155255,16055
30,US,,1,030E0US1,New England Division -- In micropolitan statistical area,1091582,1038178,11096,3412,14701,247,5874,18074,1573,16501,1055236,16250,10906,19750,945,7608,3412,2199,39,0,352,29,0,283,0,0,45,34,0,0,0,0,18,0,2,36,141,0,11,0,127,8,0,0,0,0,14,0,6,30,0,5,44,0,0,2,8,0,0,965,291,11,4,7,0,0,0,0,0,840,71,14701,2210,139,42,26,782,4161,1510,0,30,588,2016,113,10,4,673,0,485,0,99,276,947,0,275,315,247,140,55,0,0,52,0,0,0,0,0,0,11348,7722,74,8,972,106,4,1936,39,37,137,133,0,10,64,27,26,3,2,64,536,2,20,31,127,60,3,5,0,0,14,0,10,58,2,73,66,11,0,108,17,0,4,2933,557,94,9,12,64,9,0,0,4,2971,20250,2753,167,119,44,878,4945,2588,0,113,1281,2947,220,58,8,865,0,514,0,122,417,1191,0,1020,1038,430,109,0,186,95,0,0,0,15,203,1091582,1073508,1038178,11096,3412,14701,247,5874,18074,1573,16501,17123,4013,6451,4164,274,2221,883,68
30,US,,2,030E0US2,Middle Atlantic Division -- In micropolitan statistical area,2085951,1953513,55278,10869,15507,516,16433,33835,3915,29920,1984158,71984,21576,21523,1534,20984,10869,9224,42,0,118,25,18,385,41,84,96,37,0,0,13,13,5,70,9,0,7330,3,30,0,95,131,0,23,0,24,10,1,4,26,0,92,134,4,0,0,11,3,0,347,183,25,19,2,4,0,0,0,6,1303,128,15507,3425,491,43,43,175,3856,2140,0,51,744,1632,74,12,3,190,0,621,48,97,357,903,0,283,319,516,213,141,8,0,32,24,5,0,5,84,4,22309,17640,200,36,831,32,66,2714,91,134,289,275,0,26,15,47,21,223,9,0,10198,3,41,0,222,265,0,23,0,24,36,2,4,168,6,287,379,43,0,4,11,3,0,912,392,61,32,2,15,12,0,0,6,4210,22067,4082,500,43,43,252,4843,3672,0,58,1663,2558,185,37,6,190,0,734,48,109,551,1398,0,1095,1538,508,205,30,0,66,24,5,4,5,691,2085951,2052116,1953513,55278,10869,15507,516,16433,33835,3915,29920,31984,13444,8306,4497,787,4950,1729,122
30,US,,3,030E0US3,East North Central Division -- In micropolitan statistical area,5737605,5371774,127641,34050,42378,1648,52180,107934,11390,96544,5473155,176187,74050,58427,4777,64760,34050,28008,174,0,262,281,160,2015,14,104,11330,166,0,124,36,165,29,39,41,2,827,5,69,5255,352,314,23,708,0,30,1047,26,20,14,17,533,162,14,6,22,10,18,0,3594,712,193,16,44,78,14,24,17,29,4201,907,42378,6508,334,2,459,508,8472,6678,4859,208,3130,4075,1100,118,10,661,5,553,23,167,512,2469,12,933,582,1648,619,193,7,22,317,204,66,0,9,196,15,77184,58885,662,18,2901,388,205,14140,151,173,17322,974,0,251,231,440,168,337,166,2,1658,29,130,5684,575,723,84,1612,19,45,1816,64,36,139,41,1494,349,40,13,23,10,60,0,5712,2643,484,58,109,165,48,24,80,49,15123,59756,8095,338,2,499,633,10557,11017,5006,297,6019,6385,1281,183,20,721,7,842,27,204,1019,3213,12,3379,4857,1584,438,79,44,610,208,116,31,21,1726,5737605,5629671,5371774,127641,34050,42378,1648,52180,107934,11390,96544,102325,40120,33495,12363,2163,14184,5414,195
30,US,,4,030E0US4,West North Central Division -- In micropolitan statistical area,3154331,2866017,83336,36662,39525,2566,56712,69513,6980,62533,2930801,111427,63980,51673,5450,64335,36662,29455,179,81,111,27,151,2921,112,36,13138,489,0,58,13,65,100,52,10,3,46,13,125,40,369,549,169,72,35,8,361,75,3,145,27,7775,24,3,4,3,21,22,2,2018,801,155,24,48,34,4,45,0,11,5722,518,39525,4231,169,6,3272,445,6087,4296,1569,200,1369,4712,3792,71,66,615,0,331,221,536,1530,4579,8,682,738,2566,756,408,69,0,575,31,594,0,1,49,83,65883,51856,895,88,1271,102,188,11417,191,337,16080,1146,0,147,113,369,127,142,37,3,459,45,134,41,751,736,505,119,40,8,618,83,3,303,85,10517,114,48,4,65,97,100,6,4322,1803,386,80,122,36,72,45,31,11,11827,52913,4952,169,6,3388,520,7164,8022,1581,272,3626,6958,4413,94,66,615,47,421,294,561,2219,5256,17,2252,5533,1551,692,114,19,937,46,752,0,1,1421,3154331,3084818,2866017,83336,36662,39525,2566,56712,69513,6980,62533,65826,22722,23041,8856,1433,9774,3553,134
30,US,,5,030E0US5,South Atlantic Division -- In micropolitan statistical area,4000567,2881296,848180,74350,33309,1578,86756,75098,9689,65409,2944899,888811,101240,44183,4533,97374,74350,63898,108,15,193,0,20,7373,7,37,112,92,0,20,9,402,9,3,46,3,1529,0,48560,0,455,175,117,7,0,9,300,61,16,709,17,254,66,49,12,12,0,71,64,2966,1658,151,30,17,61,43,0,0,26,8103,514,33309,7315,63,0,192,107,4678,5792,1731,192,1358,3092,1340,9,10,65,8,1061,83,362,726,3879,0,855,391,1578,606,200,58,8,428,18,129,5,0,126,0,102801,85636,618,15,1506,6,20,19097,74,101,296,651,0,91,91,812,32,53,134,8,2163,0,51574,0,708,381,267,7,0,52,323,61,16,883,24,388,350,70,12,58,0,71,64,4559,2935,235,74,23,89,46,3,0,29,13966,45046,8507,72,0,192,113,5664,9319,1768,449,3019,4449,1493,49,10,65,24,1171,83,501,1253,4465,0,2380,4684,1574,642,58,51,789,18,129,17,0,1406,4000567,3925469,2881296,848180,74350,33309,1578,86756,75098,9689,65409,70077,28053,17064,6216,5467,13277,4690,331
30,US,,6,030E0US6,East South Central Division -- In micropolitan statistical area,3177836,2499889,567666,9281,21448,663,27340,51549,4175,47374,2547403,590961,30036,28825,2497,32046,9281,6622,144,0,93,11,0,3115,0,41,192,708,0,0,11,647,0,27,0,26,55,5,140,0,494,98,8,77,20,65,14,9,23,136,0,55,83,19,0,0,2,0,0,304,601,74,0,16,23,10,0,25,14,1673,297,21448,5543,144,0,11,194,4984,2468,1,91,1347,2854,233,8,10,190,2,212,121,30,416,1813,0,470,306,663,243,159,0,2,230,0,10,0,0,19,0,31667,24561,577,0,892,36,0,15519,87,365,360,1727,0,56,11,1678,56,41,0,90,155,5,204,20,564,304,30,128,20,65,27,9,46,168,23,449,134,29,8,0,2,0,0,676,1313,81,0,16,27,10,0,28,14,5698,29518,6543,184,0,11,198,5743,4449,1,128,2574,4317,314,8,15,190,21,212,121,137,651,2113,10,1578,2628,972,282,0,8,507,0,74,0,0,785,3177836,3126287,2499889,567666,9281,21448,663,27340,51549,4175,47374,49391,18832,17856,5305,1410,5988,1947,211
30,US,,7,030E0US7,West South Central Division -- In micropolitan statistical area,3403917,2680735,394224,91887,30095,3499,89478,113999,11203,102796,2785708,424857,166295,39480,5363,101859,91887,80326,1082,141,183,0,40,34365,571,5614,104,14496,0,656,3,4001,0,479,0,270,910,489,86,12,1708,668,945,202,20,29,1787,85,6,1718,38,402,66,80,64,3,40,10,1,8952,1281,127,2,20,64,27,0,14,50,7345,2758,30095,5169,165,0,1611,627,5212,3903,260,786,950,2409,675,121,0,508,0,340,397,207,880,4385,0,903,587,3499,541,374,60,35,354,1200,750,0,0,167,18,173572,152562,2604,226,1135,33,100,65902,1068,11906,281,27884,0,1466,139,7642,78,758,31,685,1698,700,144,17,2676,1476,1498,463,38,78,2780,209,26,2962,68,1142,102,114,64,79,40,17,1,14232,2619,285,17,72,99,77,0,20,87,18019,40512,5817,179,0,1728,710,6099,6746,260,936,2886,3921,868,141,12,508,20,459,397,269,1249,5071,0,2236,5420,1343,499,74,44,464,1203,800,11,0,982,3403917,3289918,2680735,394224,91887,30095,3499,89478,113999,11203,102796,108766,20513,64171,6480,4641,12961,4848,385
30,US,,8,030E0US8,Mountain Division -- In micropolitan statistical area,2587207,2157244,29446,181453,25131,2658,128085,63190,13155,50035,2213586,42743,211281,37900,6696,142135,181453,169820,28737,5064,923,102,27,1785,389,229,1403,696,67,159,104,169,583,93,6148,7,98,20,98,59,617,78049,27,25,1819,511,285,22785,35,23,3981,1859,214,155,677,3472,9,170,68,8079,1404,681,44,52,239,159,17,170,46,5369,4133,25131,2242,176,27,180,226,5642,5710,101,108,2964,2618,416,29,47,800,0,229,27,224,760,1890,216,184,315,2658,1118,621,162,5,325,1,114,74,1,150,87,216718,202255,32224,5542,1793,139,27,7572,858,517,2757,2156,67,334,234,332,720,126,6770,7,476,152,163,65,1291,84205,97,39,2372,886,532,24510,72,189,5081,3525,240,257,827,3826,40,457,145,10633,2254,960,116,112,269,203,17,243,98,11151,38678,2799,176,27,192,308,7316,10531,101,170,5937,3862,503,29,180,860,27,267,27,296,1067,2302,220,1481,6975,3149,1056,201,5,617,10,234,74,1,1628,2587207,2524017,2157244,29446,181453,25131,2658,128085,63190,13155,50035,59583,8814,24067,9130,1616,15956,3384,223
30,US,,9,030E0US9,Pacific Division -- In micropolitan statistical area,1985359,1555810,22720,50209,99297,35450,81762,140111,10223,129888,1673017,36756,96932,166091,90336,95505,50209,36097,426,11,246,190,9,3022,104,184,834,720,487,18,22,255,43,29,76,7,221,0,22,58,1446,593,59,44,342,0,213,227,1556,36,87,676,78,50,74,68,386,236,63,22879,777,5838,221,323,412,4329,212,341,753,4705,2039,99297,3018,0,0,35,1083,10003,41147,1476,461,27626,4733,432,45,60,101,176,240,45,157,701,2095,31,383,5249,35450,26835,1432,329,91,935,2381,1954,247,13,451,782,101317,73383,1382,72,2633,400,46,15212,198,601,1872,2467,708,78,204,636,101,184,149,13,769,62,46,71,2193,1393,295,96,420,37,319,292,2326,378,212,1514,366,51,98,90,844,405,232,33918,2087,10571,693,744,854,6591,1100,589,1089,14187,194088,4154,0,0,40,1392,35569,77933,1491,853,55510,9250,733,68,194,101,633,431,45,260,1033,3016,31,1351,93038,76148,4293,764,543,1795,3263,2648,369,17,3198,1985359,1845248,1555810,22720,50209,99297,35450,81762,140111,10223,129888,109973,8624,36500,22794,980,41075,27326,2812
30,US,,1,030E1US1,New England Division -- In micropolitan statistical area -- in principal city,242038,224397,4605,832,5078,69,1575,5482,537,4945,229361,6389,2587,6924,328,2118,832,533,24,0,107,0,0,38,0,0,3,29,0,0,0,0,0,0,0,0,24,0,0,0,46,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,257,82,7,0,7,0,0,0,0,0,198,12,5078,829,49,33,8,291,1213,432,0,8,250,312,62,10,0,373,0,96,0,33,60,633,0,244,142,69,25,44,0,0,0,0,0,0,0,0,0,2637,1728,54,0,204,37,4,472,0,0,24,29,0,5,19,5,3,3,0,0,109,0,9,0,46,3,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,686,140,7,0,7,0,0,0,0,4,758,7104,1027,49,110,22,291,1420,856,0,22,436,586,103,10,0,560,0,102,0,33,118,654,0,705,328,65,44,0,185,0,0,0,0,15,19,242038,236556,224397,4605,832,5078,69,1575,5482,537,4945,5320,1447,1518,1426,74,855,137,25
30,US,,2,030E1US2,Middle Atlantic Division -- In micropolitan statistical area -- in principal city,406723,363783,19369,1258,4728,156,6536,10893,1256,9637,373908,26300,3739,5944,378,7989,1258,791,0,0,33,0,0,43,0,0,14,0,0,0,0,0,0,30,0,0,575,0,12,0,4,0,0,0,0,0,0,0,0,0,0,8,7,4,0,0,0,0,0,61,81,0,0,0,0,0,0,0,0,370,16,4728,784,428,0,23,14,1288,580,0,46,309,498,31,4,0,2,0,110,16,5,60,278,0,144,108,156,75,50,7,0,0,0,0,0,4,20,0,3939,2873,40,27,204,0,41,720,19,4,92,30,0,0,0,0,0,44,0,0,1192,0,14,0,24,18,0,0,0,0,22,0,0,27,0,33,80,4,0,0,0,0,0,238,163,12,0,0,0,12,0,0,0,891,6081,920,428,0,23,14,1537,856,0,46,542,661,37,20,0,2,0,171,16,5,115,314,0,374,378,168,53,7,0,12,0,0,0,4,134,406723,395830,363783,19369,1258,4728,156,6536,10893,1256,9637,10294,5948,1787,875,245,1439,556,43
30,US,,3,030E1US3,East North Central Division -- In micropolitan statistical area -- in principal city,1725384,1544880,76875,8730,22976,841,25942,45140,4601,40539,1586748,101142,22158,29796,2339,31212,8730,6982,71,0,120,67,109,571,1,34,2863,61,0,0,30,0,0,34,38,0,300,3,0,957,217,150,0,204,0,16,151,19,0,9,0,181,10,12,6,0,0,0,0,748,235,88,0,0,61,3,24,0,6,1229,190,22976,3962,245,2,126,336,5215,2800,3144,173,1734,1686,669,98,0,520,0,146,6,130,116,1163,0,326,379,841,354,45,7,21,207,107,0,0,9,91,0,23192,17067,212,0,1475,88,152,4790,57,92,4340,349,0,17,30,103,89,221,98,0,471,5,0,1117,274,312,24,302,0,16,302,22,6,58,0,543,36,12,10,0,0,7,0,1437,824,128,0,0,93,11,24,0,26,5147,30591,4676,246,2,165,443,6121,4499,3193,237,3047,2517,718,137,0,535,0,252,6,159,304,1624,0,1710,2365,663,152,38,21,321,107,31,31,18,983,1725384,1680244,1544880,76875,8730,22976,841,25942,45140,4601,40539,42374,19793,10304,5287,1179,5811,2669,97
30,US,,4,030E1US4,West North Central Division -- In micropolitan statistical area -- in principal city,1631645,1433260,63732,16720,31028,1781,43715,41409,4734,36675,1471594,82083,31282,38085,3529,48863,16720,13346,87,40,8,19,105,1076,9,9,3468,123,0,38,10,29,94,6,3,3,24,12,68,23,160,409,49,9,27,0,210,65,0,136,11,5553,24,3,0,0,0,0,0,1436,319,127,22,31,25,4,45,0,0,2632,296,31028,3475,99,0,3137,305,5261,2623,1021,90,956,3059,3006,61,34,611,0,252,175,530,1234,4020,8,557,514,1781,440,329,58,0,298,23,575,0,0,14,44,32228,25119,411,46,650,58,127,5223,27,192,4920,398,0,85,87,183,94,34,7,3,135,20,68,23,401,571,227,56,27,0,331,73,0,207,33,7243,106,48,0,62,0,44,4,2895,940,145,22,49,25,4,45,0,0,6024,38942,3904,99,0,3250,367,5945,4919,1029,110,2142,4221,3511,71,34,611,23,304,204,540,1646,4476,17,1519,3606,951,502,103,10,527,38,681,0,0,794,1631645,1590236,1433260,63732,16720,31028,1781,43715,41409,4734,36675,39059,14943,11978,4737,837,6564,2318,32
30,US,,5,030E1US5,South Atlantic Division -- In micropolitan statistical area -- in principal city,994638,566752,360927,6407,11406,537,27477,21132,3585,17547,584077,373485,12960,14258,1233,31559,6407,5216,16,0,13,0,6,939,0,31,0,0,0,0,0,31,0,0,0,0,98,0,3459,0,6,6,12,0,0,9,0,0,0,12,0,73,8,27,4,0,0,71,0,395,214,28,28,0,0,0,0,0,26,870,53,11406,2942,0,0,4,0,1763,1811,317,38,361,1537,19,9,0,22,0,725,83,86,94,1396,0,161,38,537,169,123,58,0,142,5,0,0,0,40,0,13224,9834,74,0,294,0,6,3261,31,31,19,201,0,0,39,111,0,0,0,0,284,0,3947,0,199,105,12,0,0,18,18,0,0,45,0,89,20,27,4,5,0,71,0,923,704,70,50,6,14,0,0,0,26,2590,14326,3301,9,0,4,0,1976,2445,317,38,688,1828,25,46,0,22,0,759,83,95,166,1571,0,953,1245,341,224,58,19,203,5,0,0,0,395,994638,973506,566752,360927,6407,11406,537,27477,21132,3585,17547,19456,8526,3485,1261,1630,4554,1550,126
30,US,,6,030E1US6,East South Central Division -- In micropolitan statistical area -- in principal city,1009478,662850,297543,3220,11965,142,12685,21073,1950,19123,681735,309214,9941,14974,857,15015,3220,2073,110,0,93,0,0,882,0,14,33,130,0,0,0,52,0,0,0,0,0,0,42,0,277,70,0,27,20,65,0,0,8,0,0,0,64,0,0,0,0,0,0,186,346,51,0,16,12,0,0,23,14,692,44,11965,3438,25,0,0,51,3322,1021,0,45,644,1303,11,0,10,174,0,78,115,12,238,973,0,274,231,142,88,28,0,0,26,0,0,0,0,0,0,10322,7683,203,0,283,0,0,5020,44,180,79,455,0,23,0,268,17,0,0,0,0,0,56,0,332,202,0,27,20,65,0,0,30,5,23,28,102,0,0,0,0,0,0,221,513,51,0,16,12,0,0,23,14,2061,15309,3851,25,0,0,55,3769,1722,0,45,1297,1876,26,0,10,174,0,78,115,72,286,1117,10,781,857,354,78,0,0,84,0,60,0,0,281,1009478,988405,662850,297543,3220,11965,142,12685,21073,1950,19123,19963,9191,5196,2108,716,2752,1035,75
30,US,,7,030E1US7,West South Central Division -- In micropolitan statistical area -- in principal city,1539015,1140541,226197,40238,19703,2705,51796,57835,6425,51410,1193119,244402,75133,24951,3716,58998,40238,34270,555,32,102,0,19,12789,297,1877,31,6596,0,252,0,1934,0,248,0,150,369,343,0,12,1262,395,620,67,10,0,681,56,6,988,9,192,64,64,34,0,0,9,0,4207,744,75,0,0,51,10,0,14,50,3912,1187,19703,4545,79,0,1049,365,3703,2395,31,674,464,1174,430,97,0,259,0,277,379,160,677,2065,0,504,376,2705,289,264,41,17,148,1184,651,0,0,99,12,78410,67502,1407,90,578,22,79,26517,556,5171,151,12489,0,566,121,3903,34,406,20,251,704,427,9,17,1858,597,963,184,21,49,1173,137,6,1700,39,433,64,85,34,0,0,9,0,6632,1319,184,6,39,84,35,0,20,62,9343,25536,4975,87,0,1166,365,4193,4001,31,686,1672,1808,608,97,7,259,20,364,379,186,886,2430,0,1316,3733,719,327,46,23,227,1187,664,11,0,529,1539015,1481180,1140541,226197,40238,19703,2705,51796,57835,6425,51410,54691,12090,28815,3583,2919,7284,2847,297
30,US,,8,030E1US8,Mountain Division -- In micropolitan statistical area -- in principal city,1064021,916137,17809,25634,15788,1356,58311,28986,6623,22363,941955,24619,37616,22185,3206,65502,25634,21411,736,651,551,30,5,516,117,147,715,456,10,34,82,51,288,80,57,2,61,0,3,57,291,10934,0,17,529,76,44,1448,35,8,432,594,12,52,131,178,0,49,0,1932,555,368,19,52,120,110,0,67,34,2585,681,15788,1480,41,27,105,137,3820,2830,75,84,1559,2106,200,29,28,790,0,211,27,142,463,1225,141,68,200,1356,569,344,19,3,225,0,20,31,0,145,0,38900,32217,1174,854,862,53,5,2926,331,299,1172,1031,10,60,164,125,321,80,198,2,186,79,68,57,609,12880,30,31,799,228,187,1807,35,63,861,1120,12,119,160,278,8,135,0,2798,1003,473,46,97,123,130,0,77,86,5121,22616,1929,41,27,105,216,4668,5190,75,102,2565,2943,220,29,132,850,0,211,27,175,599,1469,141,902,3344,1766,432,27,3,413,0,57,31,0,615,1064021,1035035,916137,17809,25634,15788,1356,58311,28986,6623,22363,27039,4655,9226,4824,552,7782,1844,103
30,US,,9,030E1US9,Pacific Division -- In micropolitan statistical area -- in principal city,594738,450810,12133,14758,35441,7306,26543,47747,3661,44086,490783,17811,29654,58646,25471,31484,14758,7272,195,0,126,51,0,734,16,6,199,180,36,0,3,181,0,20,8,7,14,0,0,45,444,150,42,10,122,0,86,84,269,0,3,182,52,4,2,30,104,201,6,3660,197,4387,162,140,195,3505,130,255,570,1625,707,35441,1585,0,0,2,353,4992,9513,1019,199,11822,1998,125,41,11,88,109,135,28,58,193,1212,31,135,1792,7306,4332,720,208,24,396,337,755,70,0,251,213,31305,17672,520,14,1031,78,10,3908,32,132,446,753,59,28,125,268,19,91,12,7,348,20,0,45,674,548,175,35,143,16,125,120,420,173,3,462,129,4,16,30,117,244,15,6277,584,7333,307,258,424,5295,607,442,845,4871,68653,1857,0,0,7,555,14390,20542,1020,351,22017,4088,169,55,35,88,392,223,28,123,353,1735,31,594,26335,20080,1738,367,161,776,440,1176,111,0,1486,594738,546991,450810,12133,14758,35441,7306,26543,47747,3661,44086,37161,3469,10926,8360,399,14007,9848,738
30,US,,1,030E2US1,New England Division -- In micropolitan statistical area -- not in principal city,849544,813781,6491,2580,9623,178,4299,12592,1036,11556,825875,9861,8319,12826,617,5490,2580,1666,15,0,245,29,0,245,0,0,42,5,0,0,0,0,18,0,2,36,117,0,11,0,81,8,0,0,0,0,14,0,6,30,0,0,44,0,0,2,8,0,0,708,209,4,4,0,0,0,0,0,0,642,59,9623,1381,90,9,18,491,2948,1078,0,22,338,1704,51,0,4,300,0,389,0,66,216,314,0,31,173,178,115,11,0,0,52,0,0,0,0,0,0,8711,5994,20,8,768,69,0,1464,39,37,113,104,0,5,45,22,23,0,2,64,427,2,11,31,81,57,3,5,0,0,14,0,10,58,2,68,66,0,0,108,17,0,4,2247,417,87,9,5,64,9,0,0,0,2213,13146,1726,118,9,22,587,3525,1732,0,91,845,2361,117,48,8,305,0,412,0,89,299,537,0,315,710,365,65,0,1,95,0,0,0,0,184,849544,836952,813781,6491,2580,9623,178,4299,12592,1036,11556,11803,2566,4933,2738,200,1366,746,43
30,US,,2,030E2US2,Middle Atlantic Division -- In micropolitan statistical area -- not in principal city,1679228,1589730,35909,9611,10779,360,9897,22942,2659,20283,1610250,45684,17837,15579,1156,12995,9611,8433,42,0,85,25,18,342,41,84,82,37,0,0,13,13,5,40,9,0,6755,3,18,0,91,131,0,23,0,24,10,1,4,26,0,84,127,0,0,0,11,3,0,286,102,25,19,2,4,0,0,0,6,933,112,10779,2641,63,43,20,161,2568,1560,0,5,435,1134,43,8,3,188,0,511,32,92,297,625,0,139,211,360,138,91,1,0,32,24,5,0,1,64,4,18370,14767,160,9,627,32,25,1994,72,130,197,245,0,26,15,47,21,179,9,0,9006,3,27,0,198,247,0,23,0,24,14,2,4,141,6,254,299,39,0,4,11,3,0,674,229,49,32,2,15,0,0,0,6,3319,15986,3162,72,43,20,238,3306,2816,0,12,1121,1897,148,17,6,188,0,563,32,104,436,1084,0,721,1160,340,152,23,0,54,24,5,4,1,557,1679228,1656286,1589730,35909,9611,10779,360,9897,22942,2659,20283,21690,7496,6519,3622,542,3511,1173,79
