SummaryLevel,US,CensusRegion,CensusDivision,GEOID,AreaName,B02001_001,B02001_002,B02001_003,B02001_004,B02001_005,B02001_006,B02001_007,B02001_008,B02001_009,B02001_010,B02008_001,B02009_001,B02010_001,B02011_001,B02012_001,B02013_001,B02014_001,B02014_002,B02014_003,B02014_004,B02014_005,B02014_006,B02014_007,B02014_008,B02014_009,B02014_010,B02014_011,B02014_012,B02014_013,B02014_014,B02014_015,B02014_016,B02014_017,B02014_018,B02014_019,B02014_020,B02014_021,B02014_022,B02014_023,B02014_024,B02014_025,B02014_026,B02014_027,B02014_028,B02014_029,B02014_030,B02014_031,B02014_032,B02014_033,B02014_034,B02014_035,B02014_036,B02014_037,B02014_038,B02014_039,B02014_040,B02014_041,B02014_042,B02014_043,B02014_044,B02014_045,B02014_046,B02014_047,B02014_048,B02014_049,B02014_050,B02014_051,B02014_052,B02014_053,B02014_054,B02014_055,B02015_001,B02015_002,B02015_003,B02015_004,B02015_005,B02015_006,B02015_007,B02015_008,B02015_009,B02015_010,B02015_011,B02015_012,B02015_013,B02015_014,B02015_015,B02015_016,B02015_017,B02015_018,B02015_019,B02015_020,B02015_021,B02015_022,B02015_023,B02015_024,B02015_025,B02016_001,B02016_002,B02016_003,B02016_004,B02016_005,B02016_006,B02016_007,B02016_008,B02016_009,B02016_010,B02016_011,B02016_012,B02017_001,B02017_002,B02017_003,B02017_004,B02017_005,B02017_006,B02017_007,B02017_008,B02017_009,B02017_010,B02017_011,B02017_012,B02017_013,B02017_014,B02017_015,B02017_016,B02017_017,B02017_018,B02017_019,B02017_020,B02017_021,B02017_022,B02017_023,B02017_024,B02017_025,B02017_026,B02017_027,B02017_028,B02017_029,B02017_030,B02017_031,B02017_032,B02017_033,B02017_034,B02017_035,B02017_036,B02017_037,B02017_038,B02017_039,B02017_040,B02017_041,B02017_042,B02017_043,B02017_044,B02017_045,B02017_046,B02017_047,B02017_048,B02017_049,B02017_050,B02017_051,B02017_052,B02017_053,B02017_054,B02018_001,B02018_002,B02018_003,B02018_004,B02018_005,B02018_006,B02018_007,B02018_008,B02018_009,B02018_010,B02018_011,B02018_012,B02018_013,B02018_014,B02018_015,B02018_016,B02018_017,B02018_018,B02018_019,B02018_020,B02018_021,B02018_022,B02018_023,B02018_024,B02019_001,B02019_002,B02019_003,B02019_004,B02019_005,B02019_006,B02019_007,B02019_008,B02019_009,B02019_010,B02019_011,C02003_001,C02003_002,C02003_003,C02003_004,C02003_005,C02003_006,C02003_007,C02003_008,C02003_009,C02003_010,C02003_011,C02003_012,C02003_013,C02003_014,C02003_015,C02003_016,C02003_017,C02003_018,C02003_019
20,US,1,,020C1US1,Northeast Region -- In metropolitan statistical area -- in principal city,16631539,8347115,4120089,66714,1641327,8103,1877672,570519,148603,421916,8770456,4438162,181475,1791600,31044,2039446,66714,33716,849,12,1321,782,1967,4820,51,115,340,160,0,62,75,169,64,211,44,0,4142,42,68,0,4847,237,0,25,0,37,108,158,0,277,24,437,6670,1165,31,3,8,10,0,4385,5550,355,40,13,208,77,0,17,98,25773,1222,1641327,341719,69061,5315,15263,23513,679338,109391,719,6119,33462,122902,5447,3314,917,15233,0,66444,5730,14429,10886,72850,637,13651,24987,8103,2848,565,101,30,929,13,310,95,0,2940,272,187232,109955,2094,114,8818,1016,4712,26559,343,308,1049,1368,18,509,236,471,402,1315,205,0,10833,148,189,62,7548,923,76,123,0,86,300,628,39,2014,75,2297,18933,1869,75,7,39,77,0,14077,11408,1074,366,110,353,163,31,51,170,64625,1823844,378850,73853,5764,16449,26133,719802,133037,814,8074,49436,135070,6571,4509,1100,16100,14,70476,6420,16035,13587,82893,868,57989,31874,6446,1411,184,297,2138,13,723,412,31,20219,16631539,16061020,8347115,4120089,66714,1641327,8103,1877672,570519,148603,421916,524739,181901,43837,88636,28953,181412,41884,3896
20,US,2,,020C1US2,Midwest Region -- In metropolitan statistical area -- in principal city,18970278,12318953,4310609,99474,894046,8352,714839,624005,76853,547152,12859492,4659648,269015,1031288,26338,799243,99474,70976,816,229,687,349,497,9139,594,313,13118,1660,43,255,147,489,112,329,81,21,3459,228,291,1213,4133,1922,162,606,69,48,2184,227,10,99,188,16821,1145,108,28,30,3,109,38,8976,3537,914,107,150,371,210,0,76,81,21636,2330,894046,218652,10220,4572,28531,12206,182724,81323,82078,2031,25204,67931,16519,2379,1622,9504,77,24741,3160,8418,11846,73329,437,11469,15073,8352,2599,1252,69,103,1622,376,891,54,43,1031,312,279150,194725,3506,347,12061,1011,682,56182,1811,1872,25188,6526,43,689,579,2173,562,871,215,21,7320,391,593,2277,7411,3809,772,1527,115,133,4535,713,51,1264,359,26956,2508,187,46,105,16,182,52,19064,10001,1930,192,412,688,509,0,129,207,72287,1052410,234780,11100,5200,29984,15095,204926,112986,84708,3406,44946,85870,21838,3185,1716,10313,181,27499,3505,9504,17584,83307,868,39909,26941,7389,2659,188,385,3349,431,1108,167,54,11211,18970278,18346273,12318953,4310609,99474,894046,8352,714839,624005,76853,547152,576359,248641,94333,99725,33132,100528,44805,2841
20,US,3,,020C1US3,South Region -- In metropolitan statistical area -- in principal city,35936155,22647481,9263198,165197,1372562,32734,1474486,980497,154382,826115,23465006,9735178,446115,1636239,72818,1645559,165197,114166,4951,226,1464,173,902,32117,528,3357,1900,10120,13,3352,103,5550,40,629,573,2653,1382,1881,4293,75,11491,3241,1165,443,32,81,1363,1868,94,1799,40,1836,1606,1020,181,70,30,495,29,11000,6665,1383,210,124,798,192,0,59,214,36671,6098,1372562,353968,13082,3224,23309,15677,246803,159236,5842,6558,35252,113635,21840,2358,1368,18809,30,48399,5871,15641,21979,221406,433,16177,21665,32734,8900,3650,536,166,7654,5364,3730,182,247,2105,200,467121,342965,11567,1188,12912,933,1897,135158,1652,10305,4356,31773,282,7117,525,18369,423,1766,1217,3652,5476,3088,7862,289,18782,6253,2809,740,186,228,2830,2499,131,5644,236,6993,5271,1336,209,161,81,894,180,25695,17937,2735,546,361,1116,456,12,244,406,103078,1669758,381254,13863,3645,24289,19297,288894,230505,6154,9019,71686,146915,26610,3394,1864,20128,186,53233,6617,18195,31599,244342,665,67404,74240,20577,6406,712,774,12035,5797,4333,505,308,22793,35936155,34955658,22647481,9263198,165197,1372562,32734,1474486,980497,154382,826115,902414,296332,166300,177654,52657,209471,72487,5596
20,US,4,,020C1US4,West Region -- In metropolitan statistical area -- in principal city,31268357,20341661,1905943,340302,3852576,168193,3197857,1461825,274933,1186892,21549944,2314555,720856,4474495,332464,3504549,340302,237132,10839,694,4564,1212,1496,15502,2315,1241,5228,4381,1435,801,332,1167,2077,356,3115,40,1821,468,252,87,30880,62804,597,464,1982,5099,877,7767,3104,404,1511,7182,1585,1231,5401,1263,940,8153,2215,34250,10293,21268,4124,2916,6047,2725,269,5187,4183,56439,10987,3852576,475295,8535,1893,14135,77574,901234,868804,65530,18499,278053,348031,56943,3216,5446,11799,783,35129,8381,41085,43869,450905,780,20095,116562,168193,35877,43738,15980,1019,20253,7518,14920,17433,189,6172,5094,753407,529256,27152,1631,24595,3275,3697,97094,3744,5156,13660,20631,2494,2547,1606,5251,3117,1216,5132,184,6437,1054,623,400,52099,80082,2340,843,3951,7608,2848,12683,4941,3385,3029,18166,4024,2224,6828,3121,1800,15388,3692,69508,23383,41584,8832,6193,11045,6354,695,8465,6969,152215,4659103,520817,9580,2523,16542,94653,1089845,1113804,68855,29619,446061,410913,70205,5345,7143,12855,3424,39720,9305,46437,62731,506261,1207,91258,344970,123926,64700,21357,4131,35556,8500,17980,20772,262,47786,31268357,29806532,20341661,1905943,340302,3852576,168193,3197857,1461825,274933,1186892,1310104,227452,236287,387733,37138,421494,138143,13578
20,US,1,,020C2US1,Northeast Region -- In metropolitan statistical area -- not in principal city,34717684,28559152,2418112,68845,1726835,8003,1135408,801329,153025,648304,29238685,2803140,245972,1955525,36772,1305553,68845,45239,310,0,577,351,2779,5205,77,191,935,264,65,96,91,246,11,1200,52,23,8650,86,339,19,3863,550,103,131,0,0,185,77,13,110,27,967,5260,947,16,32,7,89,19,11276,4212,727,62,151,270,219,0,25,127,16771,1769,1726835,615232,17869,996,4343,37483,396708,176700,2477,5192,39102,185443,11728,1753,618,9694,27,63130,5795,15490,11720,84782,392,13945,26216,8003,2388,882,69,79,1786,38,426,563,0,1745,27,254789,174383,2073,182,12618,1442,13120,41933,550,532,3092,2117,82,364,522,1401,417,5151,355,27,21244,104,844,257,8146,1642,293,218,75,30,722,381,54,1739,289,4432,13206,1183,57,197,45,351,84,32812,12655,1244,143,202,470,342,8,79,163,66344,1990867,653463,19073,1419,5270,43072,450792,227549,2912,7538,66685,213121,14252,2722,1058,10155,257,68468,6891,17721,17175,100160,623,60491,37310,8606,2169,186,297,3381,64,758,730,0,21119,34717684,33916355,28559152,2418112,68845,1726835,8003,1135408,801329,153025,648304,739809,262215,104457,160233,24871,188033,56752,4768
20,US,2,,020C2US2,Midwest Region -- In metropolitan statistical area -- not in principal city,33395411,28599223,2373705,109758,935084,10459,635249,731933,84307,647626,29260647,2704491,320603,1128072,36373,726871,109758,79672,1144,92,952,832,217,12771,173,420,20237,2006,8,408,184,855,60,385,68,48,4809,189,520,737,4136,1242,296,1485,119,63,3407,420,31,96,172,11258,802,321,28,87,15,86,17,8476,4545,1344,269,135,200,351,37,352,115,21602,2480,935084,306779,5768,1179,6328,11945,149631,122684,42573,3140,28337,85294,15515,1109,1765,5575,98,34388,1989,7533,10929,67418,118,10714,14275,10459,3125,1953,389,80,2168,170,1087,272,51,1089,75,333852,239962,4440,252,14018,1992,747,78240,1002,1816,39041,8335,49,897,826,2420,617,918,308,83,10520,345,1041,1907,7732,3256,970,3668,301,121,7041,612,175,980,529,21710,2314,541,98,330,64,343,56,19307,12914,2305,399,255,448,704,88,411,144,78527,1151198,330049,6152,1324,7066,14550,179225,176191,45020,4562,56221,112358,19510,1894,2085,6038,453,38409,2384,9477,18496,80105,287,39342,37116,10609,4688,455,313,4563,187,1455,392,70,14384,33395411,32663478,28599223,2373705,109758,935084,10459,635249,731933,84307,647626,686360,253799,153239,145924,20653,112745,41715,3858
20,US,3,,020C2US3,South Region -- In metropolitan statistical area -- not in principal city,62862677,46826821,10194765,312403,2171982,34016,1755725,1566965,225035,1341930,48172030,10893844,799249,2587736,96348,2003266,312403,236338,4952,212,2114,565,1131,77899,1092,6369,2547,23922,169,3756,207,17256,111,1983,292,5927,3594,1434,12611,71,14977,3280,3747,588,33,307,3554,1344,203,3164,353,4606,4756,1338,68,62,62,403,143,25136,9038,2935,513,284,1414,571,78,75,418,54953,8721,2171982,590708,21805,2693,15141,28737,331772,265193,17177,9533,46419,220314,27117,2173,1631,19184,168,108872,8035,15305,32366,349763,436,22428,35012,34016,9376,4973,2026,662,8527,1289,3442,309,37,2555,820,832791,635083,13554,449,20854,1867,3491,275395,2058,15718,7364,58622,497,8822,1155,37561,1158,4264,723,8888,11749,2620,19058,417,23257,6571,7442,1085,180,394,6210,2548,397,9210,1225,11509,12537,2536,216,362,160,1255,402,51303,26841,4843,923,482,2092,929,130,287,626,165398,2643456,641829,23611,3123,16301,34351,403830,379811,18164,13518,101484,275851,32549,3413,1919,20266,681,117880,9036,18076,48801,384791,837,93334,98890,25765,9972,2789,1803,15626,1521,4782,529,98,36005,62862677,61295712,46826821,10194765,312403,2171982,34016,1755725,1566965,225035,1341930,1454856,469669,345097,272453,55638,311999,102599,9510
20,US,4,,020C2US4,West Region -- In metropolitan statistical area -- not in principal city,36517404,26210922,1499401,444997,3223711,215282,3251615,1671476,305321,1366155,27616689,1881773,872573,3958077,484736,3591664,444997,349126,10469,830,3338,1124,1062,20912,963,1636,4729,6863,1477,993,438,1709,1323,579,4334,45,1781,277,405,207,21979,93053,1045,244,3611,18398,1447,20842,8849,637,1856,9093,1419,1797,14988,1344,6868,11765,5266,59131,11515,10908,2602,1882,1954,2346,335,1789,1829,57888,13731,3223711,349177,4959,1392,12450,50496,737280,836334,37149,17707,248053,278968,41059,1968,2215,9441,1650,28339,5959,37775,36145,358875,782,15840,109698,215282,74460,46667,24919,2571,24717,3960,10617,13583,88,6121,7579,908319,694523,29461,1569,23950,2922,2777,124052,2868,6127,12167,27292,2600,3715,1971,6223,2137,1964,7052,166,7011,1073,1298,557,43254,111127,2868,809,5772,22250,3810,25984,12924,2987,4377,23590,4234,2940,17089,3818,8182,18796,6568,104192,26557,24449,5176,5090,4756,5233,889,3305,4133,158657,4180355,385979,5523,1565,14919,62362,971560,1160794,39728,28588,456569,353202,50068,3502,2903,10455,5540,32565,6875,42395,54482,407791,1129,81861,506621,251523,79641,34299,7806,45052,4689,14123,17365,137,51986,36517404,34845928,26210922,1499401,444997,3223711,215282,3251615,1671476,305321,1366155,1475030,218360,293367,430931,29563,502809,178285,18161
20,US,1,,020E0US1,Northeast Region -- In micropolitan statistical area,3177533,2991691,66374,14281,30208,763,22307,51909,5488,46421,3039394,88234,32482,41273,2479,28592,14281,11423,81,0,470,54,18,668,41,84,141,71,0,0,13,13,23,70,11,36,7471,3,41,0,222,139,0,23,0,24,24,1,10,56,0,97,178,4,0,2,19,3,0,1312,474,36,23,9,4,0,0,0,6,2143,199,30208,5635,630,85,69,957,8017,3650,0,81,1332,3648,187,22,7,863,0,1106,48,196,633,1850,0,558,634,763,353,196,8,0,84,24,5,0,5,84,4,33657,25362,274,44,1803,138,70,4650,130,171,426,408,0,36,79,74,47,226,11,64,10734,5,61,31,349,325,3,28,0,24,50,2,14,226,8,360,445,54,0,112,28,3,4,3845,949,155,41,14,79,21,0,0,10,7181,42317,6835,667,162,87,1130,9788,6260,0,171,2944,5505,405,95,14,1055,0,1248,48,231,968,2589,0,2115,2576,938,314,30,186,161,24,5,4,20,894,3177533,3125624,2991691,66374,14281,30208,763,22307,51909,5488,46421,49107,17457,14757,8661,1061,7171,2612,190
20,US,2,,020E0US2,Midwest Region -- In micropolitan statistical area,8891936,8237791,210977,70712,81903,4214,108892,177447,18370,159077,8403956,287614,138030,110100,10227,129095,70712,57463,353,81,373,308,311,4936,126,140,24468,655,0,182,49,230,129,91,51,5,873,18,194,5295,721,863,192,780,35,38,1408,101,23,159,44,8308,186,17,10,25,31,40,2,5612,1513,348,40,92,112,18,69,17,40,9923,1425,81903,10739,503,8,3731,953,14559,10974,6428,408,4499,8787,4892,189,76,1276,5,884,244,703,2042,7048,20,1615,1320,4214,1375,601,76,22,892,235,660,0,10,245,98,143067,110741,1557,106,4172,490,393,25557,342,510,33402,2120,0,398,344,809,295,479,203,5,2117,74,264,5725,1326,1459,589,1731,59,53,2434,147,39,442,126,12011,463,88,17,88,107,160,6,10034,4446,870,138,231,201,120,69,111,60,26950,112669,13047,507,8,3887,1153,17721,19039,6587,569,9645,13343,5694,277,86,1336,54,1263,321,765,3238,8469,29,5631,10390,3135,1130,193,63,1547,254,868,31,22,3147,8891936,8714489,8237791,210977,70712,81903,4214,108892,177447,18370,159077,168151,62842,56536,21219,3596,23958,8967,329
20,US,3,,020E0US3,South Region -- In micropolitan statistical area,10582320,8061920,1810070,175518,84852,5740,203574,240646,25067,215579,8278010,1904629,297571,112488,12393,231279,175518,150846,1334,156,469,11,60,44853,578,5692,408,15296,0,676,23,5050,9,509,46,299,2494,494,48786,12,2657,941,1070,286,40,103,2101,155,45,2563,55,711,215,148,76,15,42,81,65,12222,3540,352,32,53,148,80,0,39,90,17121,3569,84852,18027,372,0,1814,928,14874,12163,1992,1069,3655,8355,2248,138,20,763,10,1613,601,599,2022,10077,0,2228,1284,5740,1390,733,118,45,1012,1218,889,5,0,312,18,308040,262759,3799,241,3533,75,120,100518,1229,12372,937,30262,0,1613,241,10132,166,852,165,783,4016,705,51922,37,3948,2161,1795,598,58,195,3130,279,88,4013,115,1979,586,213,84,137,42,88,65,19467,6867,601,91,111,215,133,3,48,130,37683,115076,20867,435,0,1931,1021,17506,20514,2029,1513,8479,12687,2675,198,37,763,65,1842,601,907,3153,11649,10,6194,12732,3889,1423,132,103,1760,1221,1003,28,0,3173,10582320,10341674,8061920,1810070,175518,84852,5740,203574,240646,25067,215579,228234,67398,99091,18001,11518,32226,11485,927
20,US,4,,020E0US4,West Region -- In micropolitan statistical area,4572566,3713054,52166,231662,124428,38108,209847,203301,23378,179923,3886603,79499,308213,203991,97032,237640,231662,205917,29163,5075,1169,292,36,4807,493,413,2237,1416,554,177,126,424,626,122,6224,14,319,20,120,117,2063,78642,86,69,2161,511,498,23012,1591,59,4068,2535,292,205,751,3540,395,406,131,30958,2181,6519,265,375,651,4488,229,511,799,10074,6172,124428,5260,176,27,215,1309,15645,46857,1577,569,30590,7351,848,74,107,901,176,469,72,381,1461,3985,247,567,5564,38108,27953,2053,491,96,1260,2382,2068,321,14,601,869,318035,275638,33606,5614,4426,539,73,22784,1056,1118,4629,4623,775,412,438,968,821,310,6919,20,1245,214,209,136,3484,85598,392,135,2792,923,851,24802,2398,567,5293,5039,606,308,925,3916,884,862,377,44551,4341,11531,809,856,1123,6794,1117,832,1187,25338,232766,6953,176,27,232,1700,42885,88464,1592,1023,61447,13112,1236,97,374,961,660,698,72,556,2100,5318,251,2832,100013,79297,5349,965,548,2412,3273,2882,443,18,4826,4572566,4369265,3713054,52166,231662,124428,38108,209847,203301,23378,179923,169556,17438,60567,31924,2596,57031,30710,3035
20,US,1,,020E1US1,Northeast Region -- In micropolitan statistical area -- in principal city,648761,588180,23974,2090,9806,225,8111,16375,1793,14582,603269,32689,6326,12868,706,10107,2090,1324,24,0,140,0,0,81,0,0,17,29,0,0,0,0,0,30,0,0,599,0,12,0,50,0,0,0,0,0,0,0,0,0,0,13,7,4,0,0,0,0,0,318,163,7,0,7,0,0,0,0,0,568,28,9806,1613,477,33,31,305,2501,1012,0,54,559,810,93,14,0,375,0,206,16,38,120,911,0,388,250,225,100,94,7,0,0,0,0,0,4,20,0,6576,4601,94,27,408,37,45,1192,19,4,116,59,0,5,19,5,3,47,0,0,1301,0,23,0,70,21,0,0,0,0,22,0,0,27,0,38,80,15,0,0,0,0,0,924,303,19,0,7,0,12,0,0,4,1649,13185,1947,477,110,45,305,2957,1712,0,68,978,1247,140,30,0,562,0,273,16,38,233,968,0,1079,706,233,97,7,185,12,0,0,0,19,153,648761,632386,588180,23974,2090,9806,225,8111,16375,1793,14582,15614,7395,3305,2301,319,2294,693,68
20,US,2,,020E1US2,Midwest Region -- In micropolitan statistical area -- in principal city,3357029,2978140,140607,25450,54004,2622,69657,86549,9335,77214,3058342,183225,53440,67881,5868,80075,25450,20328,158,40,128,86,214,1647,10,43,6331,184,0,38,40,29,94,40,41,3,324,15,68,980,377,559,49,213,27,16,361,84,0,145,11,5734,34,15,6,0,0,0,0,2184,554,215,22,31,86,7,69,0,6,3861,486,54004,7437,344,2,3263,641,10476,5423,4165,263,2690,4745,3675,159,34,1131,0,398,181,660,1350,5183,8,883,893,2622,794,374,65,21,505,130,575,0,9,105,44,55420,42186,623,46,2125,146,279,10013,84,284,9260,747,0,102,117,286,183,255,105,3,606,25,68,1140,675,883,251,358,27,16,633,95,6,265,33,7786,142,60,10,62,0,51,4,4332,1764,273,22,49,118,15,69,0,26,11171,69533,8580,345,2,3415,810,12066,9418,4222,347,5189,6738,4229,208,34,1146,23,556,210,699,1950,6100,17,3229,5971,1614,654,141,31,848,145,712,31,18,1777,3357029,3270480,2978140,140607,25450,54004,2622,69657,86549,9335,77214,81433,34736,22282,10024,2016,12375,4987,129
20,US,3,,020E1US3,South Region -- In micropolitan statistical area -- in principal city,3543131,2370143,884667,49865,43074,3384,91958,100040,11960,88080,2458931,927101,98034,54183,5806,105572,49865,41559,681,32,208,0,25,14610,297,1922,64,6726,0,252,0,2017,0,248,0,150,467,343,3501,12,1545,471,632,94,30,74,681,56,14,1000,9,265,136,91,38,0,0,80,0,4788,1304,154,28,16,63,10,0,37,90,5474,1284,43074,10925,104,0,1053,416,8788,5227,348,757,1469,4014,460,106,10,455,0,1080,577,258,1009,4434,0,939,645,3384,546,415,99,17,316,1189,651,0,0,139,12,101956,85019,1684,90,1155,22,85,34798,631,5382,249,13145,0,589,160,4282,51,406,20,251,988,427,4012,17,2389,904,975,211,41,132,1191,137,36,1750,62,550,186,112,38,5,0,80,0,7776,2536,305,56,61,110,35,0,43,102,13994,55171,12127,121,0,1170,420,9938,8168,348,769,3657,5512,659,143,17,455,20,1201,577,353,1338,5118,10,3050,5835,1414,629,104,42,514,1192,724,11,0,1205,3543131,3443091,2370143,884667,49865,43074,3384,91958,100040,11960,88080,94110,29807,37496,6952,5265,14590,5432,498
20,US,4,,020E1US4,West Region -- In micropolitan statistical area -- in principal city,1658759,1366947,29942,40392,51229,8662,84854,76733,10284,66449,1432738,42430,67270,80831,28677,96986,40392,28683,931,651,677,81,5,1250,133,153,914,636,46,34,85,232,288,100,65,9,75,0,3,102,735,11084,42,27,651,76,130,1532,304,8,435,776,64,56,133,208,104,250,6,5592,752,4755,181,192,315,3615,130,322,604,4210,1388,51229,3065,41,27,107,490,8812,12343,1094,283,13381,4104,325,70,39,878,109,346,55,200,656,2437,172,203,1992,8662,4901,1064,227,27,621,337,775,101,0,396,213,70205,49889,1694,868,1893,131,15,6834,363,431,1618,1784,69,88,289,393,340,171,210,9,534,99,68,102,1283,13428,205,66,942,244,312,1927,455,236,864,1582,141,123,176,308,125,379,15,9075,1587,7806,353,355,547,5425,607,519,931,9992,91269,3786,41,27,112,771,19058,25732,1095,453,24582,7031,389,84,167,938,392,434,55,298,952,3204,172,1496,29679,21846,2170,394,164,1189,440,1233,142,0,2101,1658759,1582026,1366947,29942,40392,51229,8662,84854,76733,10284,66449,64200,8124,20152,13184,951,21789,11692,841
20,US,1,,020E2US1,Northeast Region -- In micropolitan statistical area -- not in principal city,2528772,2403511,42400,12191,20402,538,14196,35534,3695,31839,2436125,55545,26156,28405,1773,18485,12191,10099,57,0,330,54,18,587,41,84,124,42,0,0,13,13,23,40,11,36,6872,3,29,0,172,139,0,23,0,24,24,1,10,56,0,84,171,0,0,2,19,3,0,994,311,29,23,2,4,0,0,0,6,1575,171,20402,4022,153,52,38,652,5516,2638,0,27,773,2838,94,8,7,488,0,900,32,158,513,939,0,170,384,538,253,102,1,0,84,24,5,0,1,64,4,27081,20761,180,17,1395,101,25,3458,111,167,310,349,0,31,60,69,44,179,11,64,9433,5,38,31,279,304,3,28,0,24,28,2,14,199,8,322,365,39,0,112,28,3,4,2921,646,136,41,7,79,9,0,0,6,5532,29132,4888,190,52,42,825,6831,4548,0,103,1966,4258,265,65,14,493,0,975,32,193,735,1621,0,1036,1870,705,217,23,1,149,24,5,4,1,741,2528772,2493238,2403511,42400,12191,20402,538,14196,35534,3695,31839,33493,10062,11452,6360,742,4877,1919,122
20,US,2,,020E2US2,Midwest Region -- In micropolitan statistical area -- not in principal city,5534907,5259651,70370,45262,27899,1592,39235,90898,9035,81863,5345614,104389,84590,42219,4359,49020,45262,37135,195,41,245,222,97,3289,116,97,18137,471,0,144,9,201,35,51,10,2,549,3,126,4315,344,304,143,567,8,22,1047,17,23,14,33,2574,152,2,4,25,31,40,2,3428,959,133,18,61,26,11,0,17,34,6062,939,27899,3302,159,6,468,312,4083,5551,2263,145,1809,4042,1217,30,42,145,5,486,63,43,692,1865,12,732,427,1592,581,227,11,1,387,105,85,0,1,140,54,87647,68555,934,60,2047,344,114,15544,258,226,24142,1373,0,296,227,523,112,224,98,2,1511,49,196,4585,651,576,338,1373,32,37,1801,52,33,177,93,4225,321,28,7,26,107,109,2,5702,2682,597,116,182,83,105,0,111,34,15779,43136,4467,162,6,472,343,5655,9621,2365,222,4456,6605,1465,69,52,190,31,707,111,66,1288,2369,12,2402,4419,1521,476,52,32,699,109,156,0,4,1370,5534907,5444009,5259651,70370,45262,27899,1592,39235,90898,9035,81863,86718,28106,34254,11195,1580,11583,3980,200
20,US,3,,020E2US3,South Region -- In micropolitan statistical area -- not in principal city,7039189,5691777,925403,125653,41778,2356,111616,140606,13107,127499,5819079,977528,199537,58305,6587,125707,125653,109287,653,124,261,11,35,30243,281,3770,344,8570,0,424,23,3033,9,261,46,149,2027,151,45285,0,1112,470,438,192,10,29,1420,99,31,1563,46,446,79,57,38,15,42,1,65,7434,2236,198,4,37,85,70,0,2,0,11647,2285,41778,7102,268,0,761,512,6086,6936,1644,312,2186,4341,1788,32,10,308,10,533,24,341,1013,5643,0,1289,639,2356,844,318,19,28,696,29,238,5,0,173,6,206084,177740,2115,151,2378,53,35,65720,598,6990,688,17117,0,1024,81,5850,115,446,145,532,3028,278,47910,20,1559,1257,820,387,17,63,1939,142,52,2263,53,1429,400,101,46,132,42,8,65,11691,4331,296,35,50,105,98,3,5,28,23689,59905,8740,314,0,761,601,7568,12346,1681,744,4822,7175,2016,55,20,308,45,641,24,554,1815,6531,0,3144,6897,2475,794,28,61,1246,29,279,17,0,1968,7039189,6898583,5691777,925403,125653,41778,2356,111616,140606,13107,127499,134124,37591,61595,11049,6253,17636,6053,429
20,US,4,,020E2US4,West Region -- In micropolitan statistical area -- not in principal city,2913807,2346107,22224,191270,73199,29446,124993,126568,13094,113474,2453865,37069,240943,123160,68355,140654,191270,177234,28232,4424,492,211,31,3557,360,260,1323,780,508,143,41,192,338,22,6159,5,244,20,117,15,1328,67558,44,42,1510,435,368,21480,1287,51,3633,1759,228,149,618,3332,291,156,125,25366,1429,1764,84,183,336,873,99,189,195,5864,4784,73199,2195,135,0,108,819,6833,34514,483,286,17209,3247,523,4,68,23,67,123,17,181,805,1548,75,364,3572,29446,23052,989,264,69,639,2045,1293,220,14,205,656,247830,225749,31912,4746,2533,408,58,15950,693,687,3011,2839,706,324,149,575,481,139,6709,11,711,115,141,34,2201,72170,187,69,1850,679,539,22875,1943,331,4429,3457,465,185,749,3608,759,483,362,35476,2754,3725,456,501,576,1369,510,313,256,15346,141497,3167,135,0,120,929,23827,62732,497,570,36865,6081,847,13,207,23,268,264,17,258,1148,2114,79,1336,70334,57451,3179,571,384,1223,2833,1649,301,18,2725,2913807,2787239,2346107,22224,191270,73199,29446,124993,126568,13094,113474,105356,9314,40415,18740,1645,35242,19018,2194
20,US,1,,020G0US1,Northeast Region -- Not in metropolitan or micropolitan statistical area,1462764,1386623,28376,6199,9723,365,8650,22828,2037,20791,1407685,37119,16499,13821,1095,10966,6199,4874,25,0,113,70,5,369,3,3,41,36,0,4,40,24,2,25,2,0,386,0,43,0,47,43,4,0,0,0,1,0,1,43,7,94,104,0,0,0,0,0,0,3339,84,38,12,17,5,4,0,0,17,972,214,9723,1785,63,12,56,186,2423,1247,0,33,513,1010,342,14,1,31,6,337,11,251,475,505,46,237,139,365,153,29,8,17,44,0,0,8,28,77,1,16975,12264,130,7,623,162,11,2276,46,39,141,137,0,12,60,161,28,143,2,0,1204,0,80,24,78,86,11,0,0,0,22,2,11,68,51,220,269,0,0,9,4,0,0,6147,390,54,13,17,8,16,0,0,27,4240,14082,2241,63,23,78,238,3223,2357,10,78,1039,1423,402,25,12,31,6,381,11,286,651,705,46,753,1104,364,29,8,17,104,0,5,16,31,530,1462764,1439936,1386623,28376,6199,9723,365,8650,22828,2037,20791,21358,6599,8496,3087,472,2704,1351,119
