Areaname,STCOU,SEX100200F,SEX100200D,SEX100200N1,SEX100200N2,SEX100210F,SEX100210D,SEX100210N1,SEX100210N2,SEX120200F,SEX120200D,SEX120200N1,SEX120200N2,SEX150200F,SEX150200D,SEX150200N1,SEX150200N2,SEX150201F,SEX150201D,SEX150201N1,SEX150201N2,SEX150202F,SEX150202D,SEX150202N1,SEX150202N2,SEX150203F,SEX150203D,SEX150203N1,SEX150203N2,SEX150204F,SEX150204D,SEX150204N1,SEX150204N2,SEX150205F,SEX150205D,SEX150205N1,SEX150205N2,SEX150206F,SEX150206D,SEX150206N1,SEX150206N2
"Guadalupe, TX",48187,0,43833,0000,0000,0,64762,0000,0000,0,43838,0000,0000,0,44263,0000,0000,0,45300,0000,0000,0,46346,0000,0000,0,47393,0000,0000,0,48696,0000,0000,0,50360,0000,0000,0,53057,0000,0000
"Hale, TX",48189,0,18518,0000,0000,0,18737,0000,0000,0,18520,0000,0000,0,18512,0000,0000,0,18078,0000,0000,0,17951,0000,0000,0,17793,0000,0000,0,18263,0000,0000,0,18180,0000,0000,0,18210,0000,0000
"Hall, TX",48191,0,1809,0000,0000,0,1657,0000,0000,0,1809,0000,0000,0,1800,0000,0000,0,1795,0000,0000,0,1770,0000,0000,0,1773,0000,0000,0,1745,0000,0000,0,1725,0000,0000,0,1713,0000,0000
"Hamilton, TX",48193,0,3977,0000,0000,0,4195,0000,0000,0,3977,0000,0000,0,3984,0000,0000,0,3937,0000,0000,0,3876,0000,0000,0,3925,0000,0000,0,3889,0000,0000,0,3900,0000,0000,0,3929,0000,0000
"Hansford, TX",48195,0,2636,0000,0000,0,2803,0000,0000,0,2636,0000,0000,0,2626,0000,0000,0,2591,0000,0000,0,2565,0000,0000,0,2536,0000,0000,0,2513,0000,0000,0,2518,0000,0000,0,2529,0000,0000
"Hardeman, TX",48197,0,2230,0000,0000,0,2051,0000,0000,0,2230,0000,0000,0,2229,0000,0000,0,2175,0000,0000,0,2139,0000,0000,0,2124,0000,0000,0,2082,0000,0000,0,2061,0000,0000,0,2044,0000,0000
"Hardin, TX",48199,0,23630,0000,0000,0,26942,0000,0000,0,23630,0000,0000,0,23674,0000,0000,0,23782,0000,0000,0,24024,0000,0000,0,24165,0000,0000,0,24521,0000,0000,0,24972,0000,0000,0,25090,0000,0000
"Harris, TX",48201,0,1693882,0000,0000,0,2037405,0000,0000,0,1693887,0000,0000,0,1700805,0000,0000,0,1737281,0000,0000,0,1777103,0000,0000,0,1806386,0000,0000,0,1835059,0000,0000,0,1868168,0000,0000,0,1928907,0000,0000
"Harrison, TX",48203,0,30115,0000,0000,0,32224,0000,0000,0,30115,0000,0000,0,30093,0000,0000,0,30213,0000,0000,0,30117,0000,0000,0,30062,0000,0000,0,30368,0000,0000,0,30463,0000,0000,0,30881,0000,0000
"Hartley, TX",48205,0,3358,0000,0000,0,3700,0000,0000,0,3358,0000,0000,0,3360,0000,0000,0,3327,0000,0000,0,2983,0000,0000,0,3293,0000,0000,0,3234,0000,0000,0,3204,0000,0000,0,3198,0000,0000
"Haskell, TX",48207,0,2868,0000,0000,0,3104,0000,0000,0,2868,0000,0000,0,2849,0000,0000,0,2787,0000,0000,0,2680,0000,0000,0,2622,0000,0000,0,2573,0000,0000,0,2545,0000,0000,0,2461,0000,0000
"Hays, TX",48209,0,49120,0000,0000,0,78255,0000,0000,0,49118,0000,0000,0,49892,0000,0000,0,52736,0000,0000,0,56141,0000,0000,0,58345,0000,0000,0,60336,0000,0000,0,63375,0000,0000,0,66825,0000,0000
"Hemphill, TX",48211,0,1686,0000,0000,0,1928,0000,0000,0,1686,0000,0000,0,1672,0000,0000,0,1654,0000,0000,0,1664,0000,0000,0,1650,0000,0000,0,1653,0000,0000,0,1673,0000,0000,0,1671,0000,0000
"Henderson, TX",48213,0,35929,0000,0000,0,38468,0000,0000,0,35928,0000,0000,0,36068,0000,0000,0,36374,0000,0000,0,36875,0000,0000,0,37692,0000,0000,0,38444,0000,0000,0,38567,0000,0000,0,38771,0000,0000
"Hidalgo, TX",48215,0,276523,0000,0000,0,376944,0000,0000,0,276530,0000,0000,0,278472,0000,0000,0,285753,0000,0000,0,295357,0000,0000,0,305305,0000,0000,0,315040,0000,0000,0,324597,0000,0000,0,333572,0000,0000
"Hill, TX",48217,0,15887,0000,0000,0,17208,0000,0000,0,15887,0000,0000,0,16031,0000,0000,0,16196,0000,0000,0,16453,0000,0000,0,16774,0000,0000,0,16977,0000,0000,0,17082,0000,0000,0,17289,0000,0000
"Hockley, TX",48219,0,11146,0000,0000,0,11297,0000,0000,0,11146,0000,0000,0,11119,0000,0000,0,11072,0000,0000,0,11052,0000,0000,0,11118,0000,0000,0,11059,0000,0000,0,11099,0000,0000,0,10990,0000,0000
"Hood, TX",48221,0,20152,0000,0000,0,25181,0000,0000,0,20152,0000,0000,0,20342,0000,0000,0,20932,0000,0000,0,21432,0000,0000,0,21977,0000,0000,0,22493,0000,0000,0,23030,0000,0000,0,23764,0000,0000
"Hopkins, TX",48223,0,15659,0000,0000,0,17421,0000,0000,0,15659,0000,0000,0,15694,0000,0000,0,15807,0000,0000,0,15856,0000,0000,0,15960,0000,0000,0,16179,0000,0000,0,16329,0000,0000,0,16529,0000,0000
"Houston, TX",48225,0,12355,0000,0000,0,12769,0000,0000,0,12355,0000,0000,0,12347,0000,0000,0,12283,0000,0000,0,12255,0000,0000,0,12250,0000,0000,0,12350,0000,0000,0,12261,0000,0000,0,12243,0000,0000
"Howard, TX",48227,0,18205,0000,0000,0,19720,0000,0000,0,18205,0000,0000,0,18125,0000,0000,0,17926,0000,0000,0,17918,0000,0000,0,17726,0000,0000,0,17631,0000,0000,0,17447,0000,0000,0,17380,0000,0000
"Hudspeth, TX",48229,0,1696,0000,0000,0,1750,0000,0000,0,1696,0000,0000,0,1705,0000,0000,0,1706,0000,0000,0,1675,0000,0000,0,1627,0000,0000,0,1607,0000,0000,0,1613,0000,0000,0,1616,0000,0000
"Hunt, TX",48231,0,37921,0000,0000,0,42700,0000,0000,0,37921,0000,0000,0,38098,0000,0000,0,38785,0000,0000,0,39637,0000,0000,0,39863,0000,0000,0,40351,0000,0000,0,40596,0000,0000,0,40975,0000,0000
"Hutchinson, TX",48233,0,11745,0000,0000,0,11077,0000,0000,0,11745,0000,0000,0,11704,0000,0000,0,11405,0000,0000,0,11343,0000,0000,0,11148,0000,0000,0,10960,0000,0000,0,10793,0000,0000,0,10773,0000,0000
"Irion, TX",48235,0,887,0000,0000,0,807,0000,0000,0,887,0000,0000,0,886,0000,0000,0,850,0000,0000,0,872,0000,0000,0,869,0000,0000,0,848,0000,0000,0,851,0000,0000,0,878,0000,0000
"Jack, TX",48237,0,4787,0000,0000,0,5030,0000,0000,0,4787,0000,0000,0,4785,0000,0000,0,4713,0000,0000,0,4827,0000,0000,0,4823,0000,0000,0,4842,0000,0000,0,4835,0000,0000,0,4861,0000,0000
"Jackson, TX",48239,0,7076,0000,0000,0,6947,0000,0000,0,7076,0000,0000,0,7088,0000,0000,0,7011,0000,0000,0,7021,0000,0000,0,6993,0000,0000,0,7001,0000,0000,0,7016,0000,0000,0,6977,0000,0000
"Jasper, TX",48241,0,17308,0000,0000,0,17543,0000,0000,0,17308,0000,0000,0,17306,0000,0000,0,17318,0000,0000,0,17266,0000,0000,0,17167,0000,0000,0,17044,0000,0000,0,17056,0000,0000,0,16686,0000,0000
"Jeff Davis, TX",48243,0,1128,0000,0000,0,1187,0000,0000,0,1128,0000,0000,0,1143,0000,0000,0,1135,0000,0000,0,1114,0000,0000,0,1128,0000,0000,0,1124,0000,0000,0,1117,0000,0000,0,1114,0000,0000
"Jefferson, TX",48245,0,126689,0000,0000,0,128946,0000,0000,0,126689,0000,0000,0,126513,0000,0000,0,125355,0000,0000,0,125147,0000,0000,0,124652,0000,0000,0,124488,0000,0000,0,124388,0000,0000,0,121617,0000,0000
"Jim Hogg, TX",48247,0,2596,0000,0000,0,2616,0000,0000,0,2596,0000,0000,0,2589,0000,0000,0,2530,0000,0000,0,2526,0000,0000,0,2472,0000,0000,0,2476,0000,0000,0,2473,0000,0000,0,2439,0000,0000
"Jim Wells, TX",48249,0,19180,0000,0000,0,20107,0000,0000,0,19182,0000,0000,0,19214,0000,0000,0,19407,0000,0000,0,19504,0000,0000,0,19614,0000,0000,0,19779,0000,0000,0,19872,0000,0000,0,19861,0000,0000
"Johnson, TX",48251,0,63314,0000,0000,0,75519,0000,0000,0,63314,0000,0000,0,63905,0000,0000,0,65835,0000,0000,0,67525,0000,0000,0,69193,0000,0000,0,70821,0000,0000,0,72100,0000,0000,0,73330,0000,0000
"Jones, TX",48253,0,12474,0000,0000,0,12383,0000,0000,0,12474,0000,0000,0,12451,0000,0000,0,12081,0000,0000,0,12073,0000,0000,0,12129,0000,0000,0,12027,0000,0000,0,11967,0000,0000,0,11953,0000,0000
"Karnes, TX",48255,0,9173,0000,0000,0,8842,0000,0000,0,9173,0000,0000,0,9166,0000,0000,0,9144,0000,0000,0,9051,0000,0000,0,9033,0000,0000,0,9027,0000,0000,0,8969,0000,0000,0,8991,0000,0000
"Kaufman, TX",48257,0,35184,0000,0000,0,50811,0000,0000,0,35181,0000,0000,0,35583,0000,0000,0,37126,0000,0000,0,38429,0000,0000,0,40304,0000,0000,0,41888,0000,0000,0,43588,0000,0000,0,45672,0000,0000
"Kendall, TX",48259,0,11568,0000,0000,0,16299,0000,0000,0,11571,0000,0000,0,11688,0000,0000,0,12012,0000,0000,0,12349,0000,0000,0,12862,0000,0000,0,13303,0000,0000,0,13984,0000,0000,0,14681,0000,0000
"Kenedy, TX",48261,0,217,0000,0000,0,212,0000,0000,0,217,0000,0000,0,220,0000,0000,0,219,0000,0000,0,222,0000,0000,0,222,0000,0000,0,227,0000,0000,0,234,0000,0000,0,216,0000,0000
"Kent, TX",48263,0,411,0000,0000,0,392,0000,0000,0,411,0000,0000,0,404,0000,0000,0,385,0000,0000,0,386,0000,0000,0,372,0000,0000,0,359,0000,0000,0,349,0000,0000,0,339,0000,0000
"Kerr, TX",48265,0,20921,0000,0000,0,24068,0000,0000,0,20919,0000,0000,0,21012,0000,0000,0,21192,0000,0000,0,21461,0000,0000,0,21595,0000,0000,0,21920,0000,0000,0,22202,0000,0000,0,22664,0000,0000
"Kimble, TX",48267,0,2149,0000,0000,0,2281,0000,0000,0,2149,0000,0000,0,2164,0000,0000,0,2170,0000,0000,0,2184,0000,0000,0,2180,0000,0000,0,2213,0000,0000,0,2220,0000,0000,0,2202,0000,0000
"King, TX",48269,0,174,0000,0000,0,141,0000,0000,0,174,0000,0000,0,187,0000,0000,0,169,0000,0000,0,169,0000,0000,0,168,0000,0000,0,173,0000,0000,0,161,0000,0000,0,159,0000,0000
"Kinney, TX",48271,0,1688,0000,0000,0,1955,0000,0000,0,1688,0000,0000,0,1693,0000,0000,0,1699,0000,0000,0,1709,0000,0000,0,1652,0000,0000,0,1639,0000,0000,0,1656,0000,0000,0,1659,0000,0000
"Kleberg, TX",48273,0,15852,0000,0000,0,16337,0000,0000,0,15852,0000,0000,0,15844,0000,0000,0,15657,0000,0000,0,15692,0000,0000,0,15634,0000,0000,0,15477,0000,0000,0,15368,0000,0000,0,15255,0000,0000
"Knox, TX",48275,0,2008,0000,0000,0,1835,0000,0000,0,2008,0000,0000,0,2007,0000,0000,0,1897,0000,0000,0,1864,0000,0000,0,1840,0000,0000,0,1795,0000,0000,0,1720,0000,0000,0,1690,0000,0000
"Lamar, TX",48277,0,23147,0000,0000,0,24044,0000,0000,0,23147,0000,0000,0,23208,0000,0000,0,23214,0000,0000,0,23338,0000,0000,0,23452,0000,0000,0,23462,0000,0000,0,23475,0000,0000,0,23460,0000,0000
"Lamb, TX",48279,0,7134,0000,0000,0,6964,0000,0000,0,7134,0000,0000,0,7108,0000,0000,0,7029,0000,0000,0,7045,0000,0000,0,7018,0000,0000,0,6948,0000,0000,0,6912,0000,0000,0,6772,0000,0000
"Lampasas, TX",48281,0,8714,0000,0000,0,9705,0000,0000,0,8713,0000,0000,0,8776,0000,0000,0,8903,0000,0000,0,9168,0000,0000,0,9322,0000,0000,0,9919,0000,0000,0,9595,0000,0000,0,9952,0000,0000
"La Salle, TX",48283,0,3118,0000,0000,0,4089,0000,0000,0,3118,0000,0000,0,3127,0000,0000,0,3067,0000,0000,0,3077,0000,0000,0,3117,0000,0000,0,3143,0000,0000,0,3195,0000,0000,0,3150,0000,0000
"Lavaca, TX",48285,0,9263,0000,0000,0,9416,0000,0000,0,9263,0000,0000,0,9243,0000,0000,0,9094,0000,0000,0,9129,0000,0000,0,9124,0000,0000,0,9081,0000,0000,0,9072,0000,0000,0,9010,0000,0000
"Lee, TX",48287,0,7892,0000,0000,0,8410,0000,0000,0,7892,0000,0000,0,7926,0000,0000,0,8089,0000,0000,0,8152,0000,0000,0,8176,0000,0000,0,8137,0000,0000,0,8162,0000,0000,0,8150,0000,0000
"Leon, TX",48289,0,7525,0000,0000,0,8385,0000,0000,0,7525,0000,0000,0,7576,0000,0000,0,7603,0000,0000,0,7741,0000,0000,0,7756,0000,0000,0,7788,0000,0000,0,7930,0000,0000,0,8060,0000,0000
"Liberty, TX",48291,0,34313,0000,0000,0,37190,0000,0000,0,34315,0000,0000,0,34524,0000,0000,0,35105,0000,0000,0,35897,0000,0000,0,36108,0000,0000,0,36408,0000,0000,0,36459,0000,0000,0,36465,0000,0000
"Limestone, TX",48293,0,11198,0000,0000,0,12122,0000,0000,0,11198,0000,0000,0,11198,0000,0000,0,11219,0000,0000,0,11350,0000,0000,0,11448,0000,0000,0,11506,0000,0000,0,11458,0000,0000,0,11516,0000,0000
"Lipscomb, TX",48295,0,1486,0000,0000,0,1662,0000,0000,0,1486,0000,0000,0,1474,0000,0000,0,1420,0000,0000,0,1459,0000,0000,0,1476,0000,0000,0,1439,0000,0000,0,1440,0000,0000,0,1461,0000,0000
"Live Oak, TX",48297,0,6769,0000,0000,0,6195,0000,0000,0,6769,0000,0000,0,6757,0000,0000,0,6659,0000,0000,0,6580,0000,0000,0,6470,0000,0000,0,6409,0000,0000,0,6372,0000,0000,0,6310,0000,0000
"Llano, TX",48299,0,8278,0000,0000,0,9329,0000,0000,0,8272,0000,0000,0,8310,0000,0000,0,8493,0000,0000,0,8648,0000,0000,0,8742,0000,0000,0,8720,0000,0000,0,8787,0000,0000,0,8759,0000,0000
"Loving, TX",48301,0,36,0000,0000,0,46,0000,0000,0,36,0000,0000,0,34,0000,0000,0,33,0000,0000,0,35,0000,0000,0,32,0000,0000,0,23,0000,0000,0,27,0000,0000,0,28,0000,0000
"Lubbock, TX",48303,0,118724,0000,0000,0,137786,0000,0000,0,118722,0000,0000,0,118973,0000,0000,0,120771,0000,0000,0,122059,0000,0000,0,123909,0000,0000,0,124924,0000,0000,0,125832,0000,0000,0,127530,0000,0000
"Lynn, TX",48305,0,3269,0000,0000,0,2947,0000,0000,0,3268,0000,0000,0,3235,0000,0000,0,3185,0000,0000,0,3168,0000,0000,0,3064,0000,0000,0,3029,0000,0000,0,3023,0000,0000,0,3020,0000,0000
"McCulloch, TX",48307,0,3889,0000,0000,0,4057,0000,0000,0,3889,0000,0000,0,3877,0000,0000,0,3783,0000,0000,0,3715,0000,0000,0,3740,0000,0000,0,3795,0000,0000,0,3747,0000,0000,0,3780,0000,0000
"McLennan, TX",48309,0,103526,0000,0000,0,114169,0000,0000,0,103528,0000,0000,0,103827,0000,0000,0,104645,0000,0000,0,105669,0000,0000,0,106797,0000,0000,0,108311,0000,0000,0,109146,0000,0000,0,110055,0000,0000
"McMullen, TX",48311,0,428,0000,0000,0,367,0000,0000,0,428,0000,0000,0,427,0000,0000,0,422,0000,0000,0,413,0000,0000,0,422,0000,0000,0,395,0000,0000,0,433,0000,0000,0,428,0000,0000
"Madison, TX",48313,0,7606,0000,0000,0,7873,0000,0000,0,7606,0000,0000,0,7623,0000,0000,0,8424,0000,0000,0,7439,0000,0000,0,7637,0000,0000,0,7728,0000,0000,0,7709,0000,0000,0,7765,0000,0000
"Marion, TX",48315,0,5343,0000,0000,0,5171,0000,0000,0,5343,0000,0000,0,5345,0000,0000,0,5385,0000,0000,0,5323,0000,0000,0,5339,0000,0000,0,5250,0000,0000,0,5219,0000,0000,0,5188,0000,0000
"Martin, TX",48317,0,2319,0000,0000,0,2411,0000,0000,0,2319,0000,0000,0,2305,0000,0000,0,2278,0000,0000,0,2258,0000,0000,0,2202,0000,0000,0,2117,0000,0000,0,2144,0000,0000,0,2149,0000,0000
"Mason, TX",48319,0,1795,0000,0000,0,1978,0000,0000,0,1796,0000,0000,0,1797,0000,0000,0,1808,0000,0000,0,1801,0000,0000,0,1817,0000,0000,0,1841,0000,0000,0,1836,0000,0000,0,1867,0000,0000
"Matagorda, TX",48321,0,18845,0000,0000,0,18363,0000,0000,0,18845,0000,0000,0,18852,0000,0000,0,18828,0000,0000,0,18807,0000,0000,0,18844,0000,0000,0,18704,0000,0000,0,18619,0000,0000,0,18428,0000,0000
"Maverick, TX",48323,0,22648,0000,0000,0,26451,0000,0000,0,22648,0000,0000,0,22681,0000,0000,0,22770,0000,0000,0,23149,0000,0000,0,23471,0000,0000,0,23681,0000,0000,0,23899,0000,0000,0,24229,0000,0000
"Medina, TX",48325,0,20188,0000,0000,0,23656,0000,0000,0,20188,0000,0000,0,20272,0000,0000,0,20472,0000,0000,0,20755,0000,0000,0,21093,0000,0000,0,21401,0000,0000,0,21665,0000,0000,0,22082,0000,0000
"Menard, TX",48327,0,1178,0000,0000,0,1133,0000,0000,0,1178,0000,0000,0,1177,0000,0000,0,1161,0000,0000,0,1164,0000,0000,0,1137,0000,0000,0,1113,0000,0000,0,1080,0000,0000,0,1067,0000,0000
"Midland, TX",48329,0,56032,0000,0000,0,67242,0000,0000,0,56032,0000,0000,0,55789,0000,0000,0,55960,0000,0000,0,56586,0000,0000,0,57099,0000,0000,0,57704,0000,0000,0,58413,0000,0000,0,59886,0000,0000
"Milam, TX",48331,0,11881,0000,0000,0,12225,0000,0000,0,11881,0000,0000,0,11887,0000,0000,0,11985,0000,0000,0,12304,0000,0000,0,12272,0000,0000,0,12368,0000,0000,0,12315,0000,0000,0,12331,0000,0000
"Mills, TX",48333,0,2606,0000,0000,0,2445,0000,0000,0,2606,0000,0000,0,2599,0000,0000,0,2547,0000,0000,0,2544,0000,0000,0,2504,0000,0000,0,2512,0000,0000,0,2551,0000,0000,0,2517,0000,0000
"Mitchell, TX",48335,0,5958,0000,0000,0,5746,0000,0000,0,5958,0000,0000,0,5929,0000,0000,0,5892,0000,0000,0,5842,0000,0000,0,5875,0000,0000,0,5807,0000,0000,0,5822,0000,0000,0,5792,0000,0000
"Montague, TX",48337,0,9185,0000,0000,0,9665,0000,0000,0,9184,0000,0000,0,9206,0000,0000,0,9225,0000,0000,0,9228,0000,0000,0,9319,0000,0000,0,9343,0000,0000,0,9392,0000,0000,0,9477,0000,0000
"Montgomery, TX",48339,0,145713,0000,0000,0,225911,0000,0000,0,145713,0000,0000,0,147520,0000,0000,0,154741,0000,0000,0,162435,0000,0000,0,169954,0000,0000,0,178225,0000,0000,0,185738,0000,0000,0,195642,0000,0000
"Moore, TX",48341,0,10091,0000,0000,0,11317,0000,0000,0,10091,0000,0000,0,10088,0000,0000,0,10118,0000,0000,0,10030,0000,0000,0,10029,0000,0000,0,10077,0000,0000,0,9992,0000,0000,0,10061,0000,0000
"Morris, TX",48343,0,6277,0000,0000,0,6239,0000,0000,0,6277,0000,0000,0,6269,0000,0000,0,6314,0000,0000,0,6307,0000,0000,0,6265,0000,0000,0,6182,0000,0000,0,6177,0000,0000,0,6217,0000,0000
"Motley, TX",48345,0,719,0000,0000,0,613,0000,0000,0,719,0000,0000,0,725,0000,0000,0,686,0000,0000,0,671,0000,0000,0,679,0000,0000,0,656,0000,0000,0,654,0000,0000,0,649,0000,0000
"Nacogdoches, TX",48347,0,28522,0000,0000,0,30800,0000,0000,0,28521,0000,0000,0,28548,0000,0000,0,28665,0000,0000,0,28641,0000,0000,0,28860,0000,0000,0,29251,0000,0000,0,29508,0000,0000,0,29836,0000,0000
"Navarro, TX",48349,0,22213,0000,0000,0,23657,0000,0000,0,22213,0000,0000,0,22316,0000,0000,0,22707,0000,0000,0,23090,0000,0000,0,23336,0000,0000,0,23703,0000,0000,0,23951,0000,0000,0,24286,0000,0000
"Newton, TX",48351,0,7688,0000,0000,0,7445,0000,0000,0,7688,0000,0000,0,7670,0000,0000,0,7633,0000,0000,0,7547,0000,0000,0,7499,0000,0000,0,7260,0000,0000,0,7235,0000,0000,0,7033,0000,0000
"Nolan, TX",48353,0,7687,0000,0000,0,7561,0000,0000,0,7687,0000,0000,0,7666,0000,0000,0,7469,0000,0000,0,7341,0000,0000,0,7329,0000,0000,0,7272,0000,0000,0,7133,0000,0000,0,7131,0000,0000
"Nueces, TX",48355,0,153483,0000,0000,0,167038,0000,0000,0,153431,0000,0000,0,153322,0000,0000,0,152548,0000,0000,0,153024,0000,0000,0,152732,0000,0000,0,153954,0000,0000,0,154902,0000,0000,0,155828,0000,0000
"Ochiltree, TX",48357,0,4498,0000,0000,0,5237,0000,0000,0,4498,0000,0000,0,4495,0000,0000,0,4554,0000,0000,0,4524,0000,0000,0,4431,0000,0000,0,4494,0000,0000,0,4579,0000,0000,0,4654,0000,0000
"Oldham, TX",48359,0,1135,0000,0000,0,1035,0000,0000,0,1135,0000,0000,0,1140,0000,0000,0,1124,0000,0000,0,1103,0000,0000,0,1113,0000,0000,0,1104,0000,0000,0,1092,0000,0000,0,1091,0000,0000
"Orange, TX",48361,0,41696,0000,0000,0,40708,0000,0000,0,41696,0000,0000,0,41674,0000,0000,0,41314,0000,0000,0,41216,0000,0000,0,41070,0000,0000,0,41102,0000,0000,0,41084,0000,0000,0,40204,0000,0000
"Palo Pinto, TX",48363,0,13284,0000,0000,0,13811,0000,0000,0,13284,0000,0000,0,13319,0000,0000,0,13355,0000,0000,0,13360,0000,0000,0,13414,0000,0000,0,13381,0000,0000,0,13470,0000,0000,0,13656,0000,0000
"Panola, TX",48365,0,10920,0000,0000,0,11808,0000,0000,0,10920,0000,0000,0,10924,0000,0000,0,10918,0000,0000,0,11024,0000,0000,0,11048,0000,0000,0,10963,0000,0000,0,11094,0000,0000,0,11241,0000,0000
"Parker, TX",48367,0,45128,0000,0000,0,59292,0000,0000,0,45128,0000,0000,0,45509,0000,0000,0,46721,0000,0000,0,47913,0000,0000,0,49312,0000,0000,0,50353,0000,0000,0,51569,0000,0000,0,53266,0000,0000
"Parmer, TX",48369,0,4956,0000,0000,0,5259,0000,0000,0,4956,0000,0000,0,4943,0000,0000,0,4817,0000,0000,0,4866,0000,0000,0,4887,0000,0000,0,4841,0000,0000,0,4748,0000,0000,0,4674,0000,0000
"Pecos, TX",48371,0,9276,0000,0000,0,8742,0000,0000,0,9276,0000,0000,0,9229,0000,0000,0,9086,0000,0000,0,9020,0000,0000,0,8871,0000,0000,0,8823,0000,0000,0,8774,0000,0000,0,8811,0000,0000
"Polk, TX",48373,0,21426,0000,0000,0,24288,0000,0000,0,21429,0000,0000,0,21644,0000,0000,0,22388,0000,0000,0,22750,0000,0000,0,23271,0000,0000,0,23593,0000,0000,0,23679,0000,0000,0,23739,0000,0000
"Potter, TX",48375,0,57018,0000,0000,0,61919,0000,0000,0,57018,0000,0000,0,57118,0000,0000,0,57814,0000,0000,0,58493,0000,0000,0,59538,0000,0000,0,59892,0000,0000,0,60538,0000,0000,0,61063,0000,0000
"Presidio, TX",48377,0,3545,0000,0000,0,3818,0000,0000,0,3545,0000,0000,0,3568,0000,0000,0,3581,0000,0000,0,3624,0000,0000,0,3616,0000,0000,0,3584,0000,0000,0,3647,0000,0000,0,3583,0000,0000
"Rains, TX",48379,0,4564,0000,0000,0,5485,0000,0000,0,4564,0000,0000,0,4603,0000,0000,0,4863,0000,0000,0,5036,0000,0000,0,5205,0000,0000,0,5304,0000,0000,0,5396,0000,0000,0,5539,0000,0000
"Randall, TX",48381,0,50729,0000,0000,0,58737,0000,0000,0,50729,0000,0000,0,50934,0000,0000,0,51248,0000,0000,0,51651,0000,0000,0,52161,0000,0000,0,53006,0000,0000,0,53749,0000,0000,0,54328,0000,0000
"Reagan, TX",48383,0,1667,0000,0000,0,1748,0000,0000,0,1667,0000,0000,0,1656,0000,0000,0,1606,0000,0000,0,1569,0000,0000,0,1513,0000,0000,0,1507,0000,0000,0,1476,0000,0000,0,1465,0000,0000
"Real, TX",48385,0,1507,0000,0000,0,1638,0000,0000,0,1509,0000,0000,0,1515,0000,0000,0,1476,0000,0000,0,1453,0000,0000,0,1471,0000,0000,0,1453,0000,0000,0,1446,0000,0000,0,1476,0000,0000
"Red River, TX",48387,0,6895,0000,0000,0,6266,0000,0000,0,6895,0000,0000,0,6883,0000,0000,0,6832,0000,0000,0,6703,0000,0000,0,6601,0000,0000,0,6540,0000,0000,0,6471,0000,0000,0,6368,0000,0000
"Reeves, TX",48389,0,6940,0000,0000,0,8281,0000,0000,0,6940,0000,0000,0,6897,0000,0000,0,6725,0000,0000,0,6604,0000,0000,0,6420,0000,0000,0,6194,0000,0000,0,6037,0000,0000,0,5931,0000,0000
"Refugio, TX",48391,0,3831,0000,0000,0,3669,0000,0000,0,3831,0000,0000,0,3828,0000,0000,0,3794,0000,0000,0,3738,0000,0000,0,3671,0000,0000,0,3700,0000,0000,0,3674,0000,0000,0,3634,0000,0000
"Roberts, TX",48393,0,444,0000,0000,0,469,0000,0000,0,444,0000,0000,0,442,0000,0000,0,439,0000,0000,0,425,0000,0000,0,401,0000,0000,0,410,0000,0000,0,419,0000,0000,0,418,0000,0000
"Robertson, TX",48395,0,7624,0000,0000,0,8230,0000,0000,0,7628,0000,0000,0,7639,0000,0000,0,7646,0000,0000,0,7577,0000,0000,0,7543,0000,0000,0,7596,0000,0000,0,7680,0000,0000,0,7678,0000,0000
"Rockwall, TX",48397,0,21626,0000,0000,0,38516,0000,0000,0,21625,0000,0000,0,22037,0000,0000,0,23671,0000,0000,0,25571,0000,0000,0,27390,0000,0000,0,29173,0000,0000,0,31350,0000,0000,0,34524,0000,0000
"Runnels, TX",48399,0,5536,0000,0000,0,5197,0000,0000,0,5536,0000,0000,0,5530,0000,0000,0,5354,0000,0000,0,5291,0000,0000,0,5170,0000,0000,0,5153,0000,0000,0,5175,0000,0000,0,5046,0000,0000
"Rusk, TX",48401,0,24155,0000,0000,0,28075,0000,0000,0,24155,0000,0000,0,24157,0000,0000,0,24331,0000,0000,0,24397,0000,0000,0,24329,0000,0000,0,24456,0000,0000,0,24569,0000,0000,0,24724,0000,0000
"Sabine, TX",48403,0,5055,0000,0000,0,5301,0000,0000,0,5055,0000,0000,0,5044,0000,0000,0,5021,0000,0000,0,5015,0000,0000,0,4977,0000,0000,0,4961,0000,0000,0,4895,0000,0000,0,4931,0000,0000
"San Augustine, TX",48405,0,4288,0000,0000,0,4360,0000,0000,0,4288,0000,0000,0,4294,0000,0000,0,4230,0000,0000,0,4237,0000,0000,0,4220,0000,0000,0,4217,0000,0000,0,4181,0000,0000,0,4190,0000,0000
"San Jacinto, TX",48407,0,11150,0000,0000,0,13205,0000,0000,0,11148,0000,0000,0,11255,0000,0000,0,11404,0000,0000,0,11615,0000,0000,0,11876,0000,0000,0,12130,0000,0000,0,12159,0000,0000,0,12142,0000,0000
"San Patricio, TX",48409,0,33653,0000,0000,0,32163,0000,0000,0,33705,0000,0000,0,33760,0000,0000,0,33509,0000,0000,0,33162,0000,0000,0,32991,0000,0000,0,33359,0000,0000,0,33928,0000,0000,0,33795,0000,0000
